id,GROUP_ID
1585,26
1586,34
1587,6
1588,34
1589,14
1590,6
1591,9
1592,34
1593,18
1594,6
1595,34
1596,30
1597,24
1598,7
1599,59
1600,6
1601,34
1602,34
1603,14
1604,24
1605,6
1606,35
1607,7
1608,24
1609,35
1610,7
1611,14
1612,7
1613,6
1614,6
1615,25
1616,34
1617,24
1618,6
1619,7
1620,35
1621,24
1622,7
1623,35
1624,6
1625,24
1626,14
1627,24
1628,30
1629,7
1630,25
1631,35
1632,30
1633,34
1634,6
1635,17
1636,7
1637,6
1638,7
1639,34
1640,28
1641,6
1642,25
1643,6
1644,6
1645,6
1646,35
1647,7
1648,6
1649,6
1650,6
1651,6
1652,6
1653,6
1654,6
1655,27
1656,28
1657,7
1658,7
1659,34
1660,6
1661,6
1662,24
1663,35
1664,7
1665,6
1666,22
1667,14
1668,6
1669,6
1670,22
1671,6
1672,24
1673,29
1674,34
1675,24
1676,26
1677,24
1678,24
1679,14
1680,60
1681,24
1682,24
1683,30
1684,7
1685,25
1686,6
1687,6
1688,6
1689,35
1690,24
1691,59
1692,6
1693,35
1694,6
1695,22
1696,52
1697,24
1698,24
1699,35
1700,59
1701,27
1702,14
1703,6
1704,37
1705,35
1706,6
1707,7
1708,6
1709,26
1710,7
1711,6
1712,25
1713,20
1714,35
1715,14
1716,37
1717,35
1718,34
1719,6
1720,14
1721,6
1722,35
1723,35
1724,19
1725,38
1726,14
1727,25
1728,35
1729,25
1730,35
1731,26
1732,22
1733,19
1734,35
1735,7
1736,34
1737,7
1738,34
1739,35
1740,24
1741,6
1742,35
1743,7
1744,35
1745,26
1746,14
1747,24
1748,6
1749,6
1750,26
1751,14
1752,28
1753,26
1754,30
1755,34
1756,7
1757,6
1758,24
1759,6
1760,6
1761,19
1762,35
1763,6
1764,24
1765,24
1766,34
1767,24
1768,24
1769,6
1770,7
1771,14
1772,6
1773,6
1774,24
1775,6
1776,35
1777,14
1778,34
1779,14
1780,30
1781,6
1782,35
1783,27
1784,35
1785,6
1786,35
1787,6
1788,14
1789,35
1790,14
1791,6
1792,34
1793,14
1794,7
1795,7
1796,14
1797,35
1798,6
1799,37
1800,6
1801,24
1802,19
1803,24
1804,18
1805,6
1806,6
1807,59
1808,6
1809,15
1810,34
1811,6
1812,6
1813,26
1814,30
1815,35
1816,7
1817,30
1818,14
1819,14
1820,26
1821,6
1822,6
1823,24
1824,35
1825,6
1826,35
1827,35
1828,7
1829,26
1830,7
1831,30
1832,34
1833,26
1834,6
1835,25
1836,6
1837,7
1838,34
1839,25
1840,6
1841,7
1842,37
1843,60
1844,26
1845,7
1846,34
1847,6
1848,14
1849,26
1850,35
1851,34
1852,26
1853,14
1854,35
1855,6
1856,35
1857,26
1858,6
1859,6
1860,6
1861,14
1862,6
1863,34
1864,6
1865,6
1866,35
1867,37
1868,6
1869,7
1870,14
1871,25
1872,35
1873,6
1874,35
1875,6
1876,14
1877,34
1878,7
1879,14
1880,26
1881,14
1882,14
1883,6
1884,14
1885,14
1886,37
1887,6
1888,6
1889,6
1890,6
1891,22
1892,26
1893,24
1894,9
1895,24
1896,7
1897,7
1898,25
1899,36
1900,34
1901,7
1902,34
1903,6
1904,6
1905,21
1906,6
1907,34
1908,26
1909,34
1910,6
1911,14
1912,6
1913,34
1914,35
1915,9
1916,17
1917,34
1918,7
1919,7
1920,6
1921,7
1922,25
1923,6
1924,6
1925,26
1926,6
1927,14
1928,25
1929,35
1930,6
1931,24
1932,34
1933,34
1934,25
1935,26
1936,24
1937,24
1938,6
1939,24
1940,34
1941,26
1942,35
1943,6
1944,7
1945,6
1946,6
1947,6
1948,29
1949,7
1950,52
1951,7
1952,26
1953,6
1954,6
1955,34
1956,24
1957,34
1958,6
1959,34
1960,19
1961,6
1962,24
1963,14
1964,6
1965,7
1966,25
1967,16
1968,26
1969,25
1970,28
1971,35
1972,16
1973,25
1974,35
1975,7
1976,7
1977,6
1978,24
1979,25
1980,35
1981,7
1982,7
1983,34
1984,34
1985,14
1986,34
1987,14
1988,7
1989,34
1990,14
1991,34
1992,25
1993,26
1994,34
1995,15
1996,26
1997,6
1998,24
1999,14
2000,30
2001,6
2002,25
2003,25
2004,6
2005,26
2006,35
2007,24
2008,26
2009,35
2010,24
2011,26
2012,25
2013,60
2014,34
2015,26
2016,14
2017,24
2018,38
2019,24
2020,34
2021,52
2022,14
2023,6
2024,17
2025,6
2026,26
2027,7
2028,6
2029,30
2030,6
2031,7
2032,6
2033,16
2034,6
2035,6
2036,7
2037,60
2038,14
2039,6
2040,28
2041,34
2042,14
2043,24
2044,7
2045,24
2046,35
2047,34
2048,30
2049,6
2050,17
2051,14
2052,14
2053,16
2054,24
2055,26
2056,26
2057,26
2058,6
2059,6
2060,6
2061,24
2062,16
2063,24
2064,14
2065,34
2066,6
2067,6
2068,27
2069,6
2070,19
2071,38
2072,26
2073,6
2074,7
2075,35
2076,14
2077,6
2078,6
2079,35
2080,7
2081,35
2082,35
2083,6
2084,35
2085,34
2086,24
2087,34
2088,24
2089,14
2090,35
2091,6
2092,26
2093,7
2094,7
2095,16
2096,24
2097,6
2098,37
2099,6
2100,35
2101,6
2102,34
2103,34
2104,30
2105,35
2106,27
2107,24
2108,6
2109,6
2110,14
2111,14
2112,24
2113,24
2114,7
2115,35
2116,26
2117,52
2118,35
2119,24
2120,14
2121,6
2122,34
2123,14
2124,6
2125,24
2126,6
2127,26
2128,25
2129,6
2130,34
2131,26
2132,30
2133,14
2134,14
2135,6
2136,7
2137,14
2138,25
2139,25
2140,60
2141,24
2142,6
2143,7
2144,27
2145,24
2146,30
2147,6
2148,24
2149,14
2150,24
2151,34
2152,59
2153,25
2154,6
2155,25
2156,6
2157,6
2158,6
2159,6
2160,35
2161,36
2162,6
2163,34
2164,34
2165,7
2166,6
2167,6
2168,14
2169,34
2170,35
2171,19
2172,52
2173,6
2174,35
2175,24
2176,24
2177,35
2178,34
2179,7
2180,30
2181,27
2182,25
2183,7
2184,9
2185,24
2186,17
2187,26
2188,6
2189,6
2190,7
2191,25
2192,6
2193,34
2194,7
2195,35
2196,7
2197,7
2198,24
2199,12
2200,7
2201,6
2202,22
2203,6
2204,7
2205,7
2206,35
2207,7
2208,35
2209,7
2210,14
2211,12
2212,14
2213,35
2214,25
2215,7
2216,7
2217,6
2218,14
2219,14
2220,35
2221,24
2222,6
2223,14
2224,35
2225,24
2226,34
2227,34
2228,26
2229,35
2230,17
2231,14
2232,30
2233,9
2234,21
2235,6
2236,24
2237,24
2238,6
2239,15
2240,7
2241,14
2242,24
2243,25
2244,7
2245,14
2246,6
2247,18
2248,24
2249,25
2250,35
2251,6
2252,14
2253,7
2254,19
2255,22
2256,21
2257,26
2258,59
2259,29
2260,7
2261,24
2262,24
2263,7
2264,14
2265,30
2266,35
2267,7
2268,34
2269,25
2270,7
2271,6
2272,6
2273,6
2274,35
2275,25
2276,22
2277,35
2278,24
2279,24
2280,26
2281,7
2282,30
2283,35
2284,30
2285,34
2286,14
2287,7
2288,6
2289,16
2290,6
2291,30
2292,6
2293,24
2294,6
2295,7
2296,38
2297,6
2298,6
2299,34
2300,14
2301,59
2302,14
2303,24
2304,6
2305,7
2306,6
2307,14
2308,7
2309,6
2310,30
2311,25
2312,24
2313,28
2314,35
2315,6
2316,35
2317,24
2318,6
2319,14
2320,26
2321,24
2322,7
2323,6
2324,34
2325,25
2326,24
2327,24
2328,14
2329,7
2330,6
2331,18
2332,6
2333,7
2334,14
2335,6
2336,6
2337,30
2338,24
2339,14
2340,26
2341,7
2342,35
2343,30
2344,14
2345,9
2346,7
2347,34
2348,14
2349,36
2350,26
2351,24
2352,35
2353,25
2354,30
2355,24
2356,28
2357,25
2358,14
2359,6
2360,14
2361,6
2362,35
2363,26
2364,14
2365,6
2366,25
2367,7
2368,25
2369,34
2370,6
2371,52
2372,6
2373,18
2374,7
2375,34
2376,25
2377,25
2378,7
2379,6
2380,26
2381,19
2382,14
2383,34
2384,35
2385,6
2386,38
2387,14
2388,24
2389,35
2390,7
2391,7
2392,34
2393,24
2394,35
2395,34
2396,35
2397,35
2398,34
2399,14
2400,6
2401,18
2402,22
2403,6
2404,19
2405,14
2406,36
2407,35
2408,35
2409,35
2410,35
2411,14
2412,24
2413,19
2414,34
2415,7
2416,6
2417,14
2418,6
2419,35
2420,6
2421,26
2422,38
2423,6
2424,25
2425,35
2426,27
2427,35
2428,6
2429,14
2430,14
2431,24
2432,14
2433,24
2434,26
2435,14
2436,7
2437,26
2438,24
2439,34
2440,24
2441,34
2442,14
2443,27
2444,6
2445,14
2446,6
2447,30
2448,24
2449,24
2450,29
2451,6
2452,26
2453,6
2454,26
2455,52
2456,14
2457,16
2458,6
2459,35
2460,25
2461,35
2462,35
2463,35
2464,35
2465,35
2466,25
2467,7
2468,7
2469,6
2470,24
2471,35
2472,30
2473,6
2474,35
2475,25
2476,35
2477,7
2478,7
2479,35
2480,6
2481,6
2482,6
2483,6
2484,34
2485,35
2486,30
2487,24
2488,35
2489,7
2490,24
2491,25
2492,25
2493,6
2494,17
2495,24
2496,24
2497,35
2498,25
2499,7
2500,37
2501,34
2502,6
2503,34
2504,6
2505,7
2506,25
2507,30
2508,24
2509,26
2510,7
2511,34
2512,14
2513,7
2514,38
2515,14
2516,20
2517,14
2518,26
2519,6
2520,9
2521,29
2522,14
2523,6
2524,6
2525,30
2526,19
2527,14
2528,24
2529,6
2530,35
2531,34
2532,6
2533,6
2534,6
2535,35
2536,6
2537,6
2538,35
2539,34
2540,59
2541,6
2542,7
2543,6
2544,30
2545,24
2546,30
2547,34
2548,14
2549,6
2550,24
2551,19
2552,24
2553,6
2554,59
2555,14
2556,6
2557,6
2558,35
2559,6
2560,24
2561,24
2562,6
2563,37
2564,34
2565,6
2566,6
2567,34
2568,6
2569,6
2570,6
2571,14
2572,14
2573,14
2574,35
2575,6
2576,6
2577,34
2578,24
2579,14
2580,35
2581,6
2582,14
2583,30
2584,30
2585,35
2586,35
2587,30
2588,6
2589,24
2590,25
2591,60
2592,24
2593,25
2594,14
2595,24
2596,26
2597,30
2598,52
2599,21
2600,24
2601,25
2602,52
2603,34
2604,24
2605,34
2606,34
2607,34
2608,6
2609,14
2610,60
2611,26
2612,34
2613,14
2614,20
2615,26
2616,34
2617,14
2618,34
2619,34
2620,34
2621,15
2622,35
2623,30
2624,24
2625,6
2626,34
2627,24
2628,30
2629,25
2630,24
2631,35
2632,7
2633,6
2634,14
2635,34
2636,14
2637,25
2638,6
2639,24
2640,6
2641,59
2642,25
2643,14
2644,7
2645,6
2646,6
2647,26
2648,24
2649,25
2650,6
2651,59
2652,35
2653,34
2654,35
2655,14
2656,34
2657,7
2658,24
2659,35
2660,35
2661,25
2662,25
2663,34
2664,52
2665,37
2666,24
2667,6
2668,7
2669,37
2670,6
2671,22
2672,6
2673,7
2674,7
2675,27
2676,52
2677,14
2678,24
2679,25
2680,6
2681,34
2682,35
2683,26
2684,34
2685,17
2686,35
2687,17
2688,24
2689,37
2690,34
2691,6
2692,6
2693,34
2694,14
2695,26
2696,35
2697,30
2698,7
2699,14
2700,6
2701,6
2702,24
2703,25
2704,30
2705,6
2706,34
2707,14
2708,6
2709,7
2710,6
2711,30
2712,14
2713,14
2714,18
2715,34
2716,34
2717,14
2718,7
2719,19
2720,14
2721,30
2722,35
2723,14
2724,34
2725,52
2726,14
2727,7
2728,60
2729,34
2730,14
2731,14
2732,35
2733,34
2734,26
2735,34
2736,34
2737,7
2738,25
2739,14
2740,14
2741,14
2742,7
2743,6
2744,6
2745,6
2746,38
2747,7
2748,34
2749,34
2750,34
2751,24
2752,6
2753,26
2754,37
2755,6
2756,26
2757,6
2758,24
2759,14
2760,52
2761,6
2762,6
2763,6
2764,6
2765,30
2766,14
2767,14
2768,18
2769,6
2770,6
2771,7
2772,35
2773,24
2774,34
2775,6
2776,14
2777,6
2778,24
2779,6
2780,21
2781,25
2782,14
2783,35
2784,26
2785,26
2786,24
2787,6
2788,14
2789,9
2790,24
2791,29
2792,25
2793,35
2794,24
2795,60
2796,30
2797,24
2798,24
2799,24
2800,34
2801,6
2802,6
2803,6
2804,7
2805,14
2806,35
2807,6
2808,7
2809,6
2810,14
2811,26
2812,14
2813,14
2814,35
2815,30
2816,25
2817,7
2818,6
2819,35
2820,7
2821,21
2822,35
2823,6
2824,6
2825,6
2826,6
2827,6
2828,34
2829,24
2830,26
2831,30
2832,24
2833,34
2834,6
2835,6
2836,6
2837,14
2838,35
2839,24
2840,35
2841,26
2842,26
2843,17
2844,25
2845,6
2846,30
2847,35
2848,34
2849,6
2850,34
2851,6
2852,14
2853,35
2854,14
2855,6
2856,7
2857,35
2858,6
2859,7
2860,37
2861,14
2862,30
2863,34
2864,20
2865,14
2866,26
2867,20
2868,14
2869,7
2870,35
2871,28
2872,6
2873,29
2874,6
2875,6
2876,59
2877,25
2878,6
2879,19
2880,38
2881,7
2882,9
2883,19
2884,7
2885,14
2886,6
2887,6
2888,25
2889,30
2890,35
2891,25
2892,7
2893,14
2894,35
2895,35
2896,14
2897,26
2898,14
2899,7
2900,6
2901,34
2902,25
2903,35
2904,35
2905,35
2906,7
2907,52
2908,7
2909,24
2910,6
2911,35
2912,7
2913,6
2914,36
2915,9
2916,34
2917,35
2918,6
2919,34
2920,6
2921,35
2922,34
2923,26
2924,29
2925,6
2926,35
2927,17
2928,34
2929,14
2930,14
2931,14
2932,7
2933,24
2934,52
2935,24
2936,14
2937,6
2938,24
2939,34
2940,7
2941,14
2942,6
2943,6
2944,34
2945,30
2946,24
2947,26
2948,25
2949,14
2950,7
2951,6
2952,6
2953,34
2954,25
2955,14
2956,19
2957,35
2958,30
2959,6
2960,25
2961,24
2962,7
2963,6
2964,24
2965,30
2966,25
2967,35
2968,19
2969,26
2970,28
2971,14
2972,6
2973,6
2974,14
2975,6
2976,14
2977,37
2978,25
2979,60
2980,34
2981,35
2982,7
2983,35
2984,6
2985,60
2986,24
2987,34
2988,6
2989,34
2990,6
2991,7
2992,38
2993,25
2994,19
2995,14
